"TimeStamp_1","YYYY","MM","DD","hh","mm","WDIR","WSPD","rWSPD","Fetch","SWHft"
"2008-04-29 09:00:00",2008,4,29,9,0,230,1,1,40233.5,0.656168
"2008-04-29 10:00:00",2008,4,29,10,0,80,3.1,1,40233.5,0.656168
"2008-04-29 11:00:00",2008,4,29,11,0,200,0.5,3.1,40233.5,0.328084
"2008-04-29 12:00:00",2008,4,29,12,0,320,5.7,0.5,40233.5,0.328084
"2008-04-29 13:00:00",2008,4,29,13,0,20,7.2,5.7,40233.5,0.656168
"2008-04-29 14:00:00",2008,4,29,14,0,330,7.7,7.2,40233.5,1.312336
"2008-04-29 15:00:00",2008,4,29,15,0,340,6.7,7.7,40233.5,1.64042
"2008-04-29 16:00:00",2008,4,29,16,0,340,6.7,6.7,40233.5,1.64042
"2008-04-29 17:00:00",2008,4,29,17,0,10,7.7,6.7,40233.5,1.64042
"2008-04-29 18:00:00",2008,4,29,18,0,310,8.2,7.7,40233.5,1.64042
"2008-04-29 19:00:00",2008,4,29,19,0,340,10.8,8.2,40233.5,1.968504
"2008-04-29 20:00:00",2008,4,29,20,0,330,8.2,10.8,40233.5,2.296588
"2008-04-29 21:00:00",2008,4,29,21,0,350,6.2,8.2,40233.5,2.296588
"2008-04-29 22:00:00",2008,4,29,22,0,10,4.6,6.2,40233.5,1.968504
"2008-04-29 23:00:00",2008,4,29,23,0,360,2.6,4.6,40233.5,1.64042
"2008-04-30",2008,4,30,0,0,340,8.8,2.6,40233.5,1.312336
"2008-04-30 01:00:00",2008,4,30,1,0,350,7.2,8.8,40233.5,1.968504
"2008-04-30 02:00:00",2008,4,30,2,0,360,9.3,7.2,40233.5,1.968504
"2008-04-30 03:00:00",2008,4,30,3,0,340,6.7,9.3,40233.5,1.968504
"2008-04-30 04:00:00",2008,4,30,4,0,330,6.2,6.7,40233.5,1.968504
"2008-04-30 05:00:00",2008,4,30,5,0,330,5.1,6.2,40233.5,1.64042
"2008-04-30 06:00:00",2008,4,30,6,0,320,5.7,5.1,40233.5,1.312336
"2008-04-30 07:00:00",2008,4,30,7,0,350,6.2,5.7,40233.5,0.984252
"2008-04-30 08:00:00",2008,4,30,8,0,360,6.2,6.2,40233.5,0.984252
"2008-04-30 09:00:00",2008,4,30,9,0,350,5.7,6.2,40233.5,0.984252
"2008-04-30 10:00:00",2008,4,30,10,0,330,5.1,5.7,40233.5,0.984252
"2008-04-30 11:00:00",2008,4,30,11,0,320,6.7,5.1,40233.5,0.984252
"2008-04-30 12:00:00",2008,4,30,12,0,320,5.7,6.7,40233.5,0.984252
"2008-04-30 13:00:00",2008,4,30,13,0,330,6.2,5.7,40233.5,1.312336
"2008-04-30 14:00:00",2008,4,30,14,0,300,5.7,6.2,40233.5,1.64042
"2008-04-30 15:00:00",2008,4,30,15,0,310,4.6,5.7,40233.5,1.64042
"2008-04-30 16:00:00",2008,4,30,16,0,300,5.1,4.6,40233.5,1.64042
"2008-04-30 17:00:00",2008,4,30,17,0,290,6.2,5.1,40233.5,1.312336
"2008-04-30 18:00:00",2008,4,30,18,0,270,6.7,6.2,40233.5,1.968504
"2008-04-30 19:00:00",2008,4,30,19,0,270,7.2,6.7,40233.5,1.64042
"2008-04-30 20:00:00",2008,4,30,20,0,270,6.7,7.2,40233.5,1.968504
"2008-04-30 21:00:00",2008,4,30,21,0,270,5.1,6.7,40233.5,1.64042
"2008-04-30 22:00:00",2008,4,30,22,0,350,3.6,5.1,40233.5,1.64042
"2008-04-30 23:00:00",2008,4,30,23,0,200,0.991165392538102,3.6,40233.5,0.670797025373619
"2008-05-01",2008,5,1,0,0,40,4.6,0.991165392538102,40233.5,1.312336
"2008-05-01 01:00:00",2008,5,1,1,0,30,3.6,4.6,40233.5,1.312336
"2008-05-01 02:00:00",2008,5,1,2,0,20,4.1,3.6,40233.5,1.312336
"2008-05-01 03:00:00",2008,5,1,3,0,20,4.1,4.1,40233.5,1.312336
"2008-05-01 04:00:00",2008,5,1,4,0,30,3.1,4.1,40233.5,0.984252
"2008-05-01 05:00:00",2008,5,1,5,0,30,1,3.1,40233.5,0.656168
"2008-05-01 06:00:00",2008,5,1,6,0,10,1.5,1,40233.5,0.656168
"2008-05-01 07:00:00",2008,5,1,7,0,350,1.5,1.5,40233.5,0.656168
"2008-05-01 08:00:00",2008,5,1,8,0,350,2.6,1.5,40233.5,0.328084
"2008-05-01 09:00:00",2008,5,1,9,0,360,2.1,2.6,40233.5,0.328084
"2008-05-01 10:00:00",2008,5,1,10,0,60,2.1,2.1,40233.5,0.328084
"2008-05-01 11:00:00",2008,5,1,11,0,90,1,2.1,40233.5,0.328084
"2008-05-01 12:00:00",2008,5,1,12,0,0,0.25,1,40233.5,0.328084
"2008-05-01 13:00:00",2008,5,1,13,0,330,1,0.25,40233.5,0
"2008-05-01 14:00:00",2008,5,1,14,0,0,0.25,1,40233.5,0.328084
"2008-05-01 15:00:00",2008,5,1,15,0,0,0.25,0.25,40233.5,0.328084
"2008-05-01 16:00:00",2008,5,1,16,0,70,1.5,0.25,40233.5,0.328084
"2008-05-01 17:00:00",2008,5,1,17,0,130,2.1,1.5,40233.5,0.328084
"2008-05-01 18:00:00",2008,5,1,18,0,90,1.5,2.1,40233.5,0.328084
"2008-05-01 19:00:00",2008,5,1,19,0,200,4.1,1.5,40233.5,0
"2008-05-01 20:00:00",2008,5,1,20,0,230,5.1,4.1,40233.5,0.328084
"2008-05-01 21:00:00",2008,5,1,21,0,210,6.2,5.1,40233.5,0.656168
"2008-05-01 22:00:00",2008,5,1,22,0,210,5.1,6.2,40233.5,0.984252
"2008-05-01 23:00:00",2008,5,1,23,0,220,4.1,5.1,40233.5,0.984252
"2008-05-02",2008,5,2,0,0,210,3.6,4.1,40233.5,0.984252
"2008-05-02 01:00:00",2008,5,2,1,0,180,2.6,3.6,40233.5,0.984252
"2008-05-02 02:00:00",2008,5,2,2,0,200,2.1,2.6,40233.5,0.656168
"2008-05-02 03:00:00",2008,5,2,3,0,180,3.6,2.1,40233.5,0.328084
"2008-05-02 04:00:00",2008,5,2,4,0,200,2.6,3.6,40233.5,0.328084
"2008-05-02 05:00:00",2008,5,2,5,0,160,1.5,2.6,40233.5,0.328084
"2008-05-02 06:00:00",2008,5,2,6,0,150,1.5,1.5,40233.5,0.328084
"2008-05-02 07:00:00",2008,5,2,7,0,140,3.1,1.5,40233.5,0.328084
"2008-05-02 08:00:00",2008,5,2,8,0,170,3.6,3.1,40233.5,0.328084
"2008-05-02 09:00:00",2008,5,2,9,0,160,4.6,3.6,40233.5,0.328084
"2008-05-02 10:00:00",2008,5,2,10,0,110,4.6,4.6,40233.5,0.984252
"2008-05-02 11:00:00",2008,5,2,11,0,110,9.3,4.6,40233.5,1.64042
"2008-05-02 12:00:00",2008,5,2,12,0,120,8.8,9.3,40233.5,1.64042
"2008-05-02 13:00:00",2008,5,2,13,0,110,9.3,8.8,40233.5,1.64042
"2008-05-02 14:00:00",2008,5,2,14,0,130,8.2,9.3,40233.5,1.64042
"2008-05-02 15:00:00",2008,5,2,15,0,110,8.8,8.2,40233.5,1.64042
"2008-05-02 16:00:00",2008,5,2,16,0,100,8.8,8.8,40233.5,1.968504
"2008-05-02 17:00:00",2008,5,2,17,0,100,9.3,8.8,40233.5,2.296588
"2008-05-02 18:00:00",2008,5,2,18,0,100,8.8,9.3,40233.5,2.624672
"2008-05-02 19:00:00",2008,5,2,19,0,100,9.3,8.8,40233.5,2.952756
"2008-05-02 20:00:00",2008,5,2,20,0,120,9.3,9.3,40233.5,2.952756
"2008-05-02 21:00:00",2008,5,2,21,0,110,9.3,9.3,40233.5,2.952756
"2008-05-02 22:00:00",2008,5,2,22,0,110,10.3,9.3,40233.5,3.28084
"2008-05-02 23:00:00",2008,5,2,23,0,120,10.8,10.3,40233.5,2.952756
"2008-05-03",2008,5,3,0,0,130,10.8,10.8,40233.5,3.28084
"2008-05-03 01:00:00",2008,5,3,1,0,120,9.8,10.8,40233.5,2.952756
"2008-05-03 02:00:00",2008,5,3,2,0,120,8.8,9.8,40233.5,2.952756
"2008-05-03 03:00:00",2008,5,3,3,0,110,6.7,8.8,40233.5,2.624672
"2008-05-03 04:00:00",2008,5,3,4,0,100,7.2,6.7,40233.5,1.968504
"2008-05-03 05:00:00",2008,5,3,5,0,100,8.2,7.2,40233.5,1.968504
"2008-05-03 06:00:00",2008,5,3,6,0,100,8.2,8.2,40233.5,1.968504
"2008-05-03 07:00:00",2008,5,3,7,0,100,7.7,8.2,40233.5,2.296588
"2008-05-03 08:00:00",2008,5,3,8,0,110,8.8,7.7,40233.5,2.296588
"2008-05-03 09:00:00",2008,5,3,9,0,110,9.3,8.8,40233.5,2.624672
"2008-05-03 10:00:00",2008,5,3,10,0,120,9.8,9.3,40233.5,2.624672
"2008-05-03 11:00:00",2008,5,3,11,0,120,9.3,9.8,40233.5,2.952756
"2008-05-03 12:00:00",2008,5,3,12,0,120,9.3,9.3,40233.5,2.624672
"2008-05-03 13:00:00",2008,5,3,13,0,120,8.2,9.3,40233.5,2.296588
"2008-05-03 14:00:00",2008,5,3,14,0,130,8.8,8.2,40233.5,1.968504
"2008-05-03 15:00:00",2008,5,3,15,0,120,9.3,8.8,40233.5,2.296588
"2008-05-03 16:00:00",2008,5,3,16,0,110,9.3,9.3,40233.5,2.624672
"2008-05-03 17:00:00",2008,5,3,17,0,110,8.8,9.3,40233.5,2.624672
"2008-05-03 18:00:00",2008,5,3,18,0,110,11.3,8.8,40233.5,2.624672
"2008-05-03 19:00:00",2008,5,3,19,0,110,10.8,11.3,40233.5,3.28084
"2008-05-03 20:00:00",2008,5,3,20,0,130,11.3,10.8,40233.5,4.265092
"2008-05-03 21:00:00",2008,5,3,21,0,130,11.8,11.3,40233.5,4.265092
"2008-05-03 22:00:00",2008,5,3,22,0,130,12.9,11.8,40233.5,4.265092
"2008-05-03 23:00:00",2008,5,3,23,0,130,13.4,12.9,40233.5,4.265092
"2008-05-04",2008,5,4,0,0,130,12.9,13.4,40233.5,3.937008
"2008-05-04 01:00:00",2008,5,4,1,0,130,11.8,12.9,40233.5,3.608924
"2008-05-04 02:00:00",2008,5,4,2,0,130,11.3,11.8,40233.5,3.937008
"2008-05-04 03:00:00",2008,5,4,3,0,120,9.8,11.3,40233.5,3.608924
"2008-05-04 04:00:00",2008,5,4,4,0,100,9.8,9.8,40233.5,2.952756
"2008-05-04 05:00:00",2008,5,4,5,0,110,10.3,9.8,40233.5,2.952756
"2008-05-04 06:00:00",2008,5,4,6,0,110,9.8,10.3,40233.5,3.28084
"2008-05-04 07:00:00",2008,5,4,7,0,100,8.8,9.8,40233.5,2.952756
"2008-05-04 08:00:00",2008,5,4,8,0,110,8.8,8.8,40233.5,2.952756
"2008-05-04 09:00:00",2008,5,4,9,0,110,8.2,8.8,40233.5,3.28084
"2008-05-04 10:00:00",2008,5,4,10,0,110,7.7,8.2,40233.5,3.28084
"2008-05-04 11:00:00",2008,5,4,11,0,110,7.7,7.7,40233.5,2.952756
"2008-05-04 12:00:00",2008,5,4,12,0,100,6.7,7.7,40233.5,2.296588
"2008-05-04 13:00:00",2008,5,4,13,0,30,4.6,6.7,40233.5,1.312336
"2008-05-04 14:00:00",2008,5,4,14,0,20,5.1,4.6,40233.5,1.312336
"2008-05-04 15:00:00",2008,5,4,15,0,10,3.1,5.1,40233.5,0.984252
"2008-05-04 16:00:00",2008,5,4,16,0,340,3.6,3.1,40233.5,0.656168
"2008-05-04 17:00:00",2008,5,4,17,0,360,2.1,3.6,40233.5,0.656168
"2008-05-04 18:00:00",2008,5,4,18,0,250,1,2.1,40233.5,0.656168
"2008-05-04 19:00:00",2008,5,4,19,0,250,3.6,1,40233.5,0.328084
"2008-05-04 20:00:00",2008,5,4,20,0,270,4.1,3.6,40233.5,0.328084
"2008-05-04 21:00:00",2008,5,4,21,0,250,2.6,4.1,40233.5,0.328084
"2008-05-04 22:00:00",2008,5,4,22,0,250,2.6,2.6,40233.5,0.328084
"2008-05-04 23:00:00",2008,5,4,23,0,20,0.5,2.6,40233.5,0.328084
"2008-05-05",2008,5,5,0,0,40,1,0.5,40233.5,0.328084
"2008-05-05 01:00:00",2008,5,5,1,0,70,1,1,40233.5,0.328084
"2008-05-05 02:00:00",2008,5,5,2,0,190,2.1,1,40233.5,0.328084
"2008-05-05 03:00:00",2008,5,5,3,0,30,1.5,2.1,40233.5,0.328084
"2008-05-05 04:00:00",2008,5,5,4,0,20,4.6,1.5,40233.5,0.328084
"2008-05-05 05:00:00",2008,5,5,5,0,20,4.1,4.6,40233.5,0.328084
"2008-05-05 06:00:00",2008,5,5,6,0,10,3.6,4.1,40233.5,0.328084
"2008-05-05 07:00:00",2008,5,5,7,0,20,2.6,3.6,40233.5,0.328084
"2008-05-05 08:00:00",2008,5,5,8,0,20,3.6,2.6,40233.5,0.656168
"2008-05-05 09:00:00",2008,5,5,9,0,10,2.6,3.6,40233.5,0.656168
"2008-05-05 10:00:00",2008,5,5,10,0,10,3.1,2.6,40233.5,0.656168
"2008-05-05 11:00:00",2008,5,5,11,0,10,2.1,3.1,40233.5,0.328084
"2008-05-05 12:00:00",2008,5,5,12,0,10,3.1,2.1,40233.5,0.328084
"2008-05-05 13:00:00",2008,5,5,13,0,10,2.6,3.1,40233.5,0.328084
"2008-05-05 14:00:00",2008,5,5,14,0,330,1.5,2.6,40233.5,0.328084
"2008-05-05 15:00:00",2008,5,5,15,0,310,2.6,1.5,40233.5,0.328084
"2008-05-05 16:00:00",2008,5,5,16,0,260,3.1,2.6,40233.5,0.328084
"2008-05-05 17:00:00",2008,5,5,17,0,270,4.6,3.1,40233.5,0.328084
"2008-05-05 18:00:00",2008,5,5,18,0,240,5.1,4.6,40233.5,0.328084
"2008-05-05 19:00:00",2008,5,5,19,0,240,3.6,5.1,40233.5,0.656168
"2008-05-05 20:00:00",2008,5,5,20,0,250,3.6,3.6,40233.5,0.328084
"2008-05-05 21:00:00",2008,5,5,21,0,240,2.1,3.6,40233.5,0.328084
"2008-05-05 22:00:00",2008,5,5,22,0,230,4.6,2.1,40233.5,0.328084
"2008-05-05 23:00:00",2008,5,5,23,0,230,4.1,4.6,40233.5,0.328084
"2008-05-06",2008,5,6,0,0,210,3.6,4.1,40233.5,0.656168
"2008-05-06 01:00:00",2008,5,6,1,0,220,2.1,3.6,40233.5,0.656168
"2008-05-06 02:00:00",2008,5,6,2,0,220,1.5,2.1,40233.5,0.656168
"2008-05-06 03:00:00",2008,5,6,3,0,200,2.6,1.5,40233.5,0.656168
"2008-05-06 04:00:00",2008,5,6,4,0,220,2.6,2.6,40233.5,0.656168
"2008-05-06 05:00:00",2008,5,6,5,0,210,2.6,2.6,40233.5,0.328084
"2008-05-06 06:00:00",2008,5,6,6,0,200,3.6,2.6,40233.5,0.328084
"2008-05-06 07:00:00",2008,5,6,7,0,210,3.6,3.6,40233.5,0.328084
"2008-05-06 08:00:00",2008,5,6,8,0,230,2.6,3.6,40233.5,0.328084
"2008-05-06 09:00:00",2008,5,6,9,0,310,2.1,2.6,40233.5,0.328084
"2008-05-06 10:00:00",2008,5,6,10,0,320,2.1,2.1,40233.5,0.328084
"2008-05-06 11:00:00",2008,5,6,11,0,0,0.25,2.1,40233.5,0.328084
"2008-05-06 12:00:00",2008,5,6,12,0,310,0.5,0.25,40233.5,0.328084
"2008-05-06 13:00:00",2008,5,6,13,0,300,1,0.5,40233.5,0.328084
"2008-05-06 14:00:00",2008,5,6,14,0,280,2.1,1,40233.5,0.328084
"2008-05-06 15:00:00",2008,5,6,15,0,280,2.1,2.1,40233.5,0.328084
"2008-05-06 16:00:00",2008,5,6,16,0,260,3.1,2.1,40233.5,0.328084
"2008-05-06 17:00:00",2008,5,6,17,0,260,4.1,3.1,40233.5,0.328084
"2008-05-06 18:00:00",2008,5,6,18,0,240,3.1,4.1,40233.5,0.328084
"2008-05-06 19:00:00",2008,5,6,19,0,250,4.1,3.1,40233.5,0.656168
"2008-05-06 20:00:00",2008,5,6,20,0,250,4.1,4.1,40233.5,0.328084
"2008-05-06 21:00:00",2008,5,6,21,0,250,3.6,4.1,40233.5,0.328084
"2008-05-06 22:00:00",2008,5,6,22,0,330,4.1,3.6,40233.5,0.328084
"2008-05-06 23:00:00",2008,5,6,23,0,150,1,4.1,40233.5,0.328084
"2008-05-07",2008,5,7,0,0,250,3.1,1,40233.5,0.328084
"2008-05-07 01:00:00",2008,5,7,1,0,270,3.6,3.1,40233.5,0.328084
"2008-05-07 02:00:00",2008,5,7,2,0,280,2.6,3.6,40233.5,0.328084
"2008-05-07 03:00:00",2008,5,7,3,0,350,3.1,2.6,40233.5,0.328084
"2008-05-07 04:00:00",2008,5,7,4,0,340,3.6,3.1,40233.5,0.328084
"2008-05-07 05:00:00",2008,5,7,5,0,320,1.5,3.6,40233.5,0.328084
"2008-05-07 06:00:00",2008,5,7,6,0,320,1.5,1.5,40233.5,0.328084
"2008-05-07 07:00:00",2008,5,7,7,0,330,2.1,1.5,40233.5,0.328084
"2008-05-07 08:00:00",2008,5,7,8,0,20,1.5,2.1,40233.5,0
"2008-05-07 09:00:00",2008,5,7,9,0,60,1.5,1.5,40233.5,0
"2008-05-07 10:00:00",2008,5,7,10,0,30,1.5,1.5,40233.5,0
"2008-05-07 11:00:00",2008,5,7,11,0,350,2.1,1.5,40233.5,0
"2008-05-07 12:00:00",2008,5,7,12,0,360,3.1,2.1,40233.5,0
"2008-05-07 13:00:00",2008,5,7,13,0,230,1,3.1,40233.5,0
"2008-05-07 14:00:00",2008,5,7,14,0,250,2.1,1,40233.5,0
"2008-05-07 15:00:00",2008,5,7,15,0,240,3.1,2.1,40233.5,0.328084
"2008-05-07 16:00:00",2008,5,7,16,0,240,4.1,3.1,40233.5,0.328084
"2008-05-07 17:00:00",2008,5,7,17,0,210,3.1,4.1,40233.5,0.328084
"2008-05-07 18:00:00",2008,5,7,18,0,230,3.1,3.1,40233.5,0.656168
"2008-05-07 19:00:00",2008,5,7,19,0,260,3.6,3.1,40233.5,0.328084
"2008-05-07 20:00:00",2008,5,7,20,0,250,4.6,3.6,40233.5,0.328084
"2008-05-07 21:00:00",2008,5,7,21,0,220,5.1,4.6,40233.5,0.328084
"2008-05-07 22:00:00",2008,5,7,22,0,220,5.1,5.1,40233.5,0.328084
"2008-05-07 23:00:00",2008,5,7,23,0,230,6.7,5.1,40233.5,0.656168
"2008-05-08",2008,5,8,0,0,230,3.6,6.7,40233.5,0.984252
"2008-05-08 01:00:00",2008,5,8,1,0,220,7.2,3.6,40233.5,0.984252
"2008-05-08 02:00:00",2008,5,8,2,0,220,3.1,7.2,40233.5,1.64042
"2008-05-08 03:00:00",2008,5,8,3,0,100,1,3.1,40233.5,1.312336
"2008-05-08 04:00:00",2008,5,8,4,0,230,7.2,1,40233.5,1.312336
"2008-05-08 05:00:00",2008,5,8,5,0,240,6.7,7.2,40233.5,1.968504
"2008-05-08 06:00:00",2008,5,8,6,0,240,7.2,6.7,40233.5,1.64042
"2008-05-08 07:00:00",2008,5,8,7,0,240,4.6,7.2,40233.5,2.296588
"2008-05-08 08:00:00",2008,5,8,8,0,230,7.7,4.6,40233.5,1.64042
"2008-05-08 09:00:00",2008,5,8,9,0,240,7.2,7.7,40233.5,1.968504
"2008-05-08 10:00:00",2008,5,8,10,0,230,8.2,7.2,40233.5,1.64042
"2008-05-08 11:00:00",2008,5,8,11,0,240,8.2,8.2,40233.5,1.968504
"2008-05-08 12:00:00",2008,5,8,12,0,240,6.7,8.2,40233.5,1.64042
"2008-05-08 13:00:00",2008,5,8,13,0,240,5.1,6.7,40233.5,1.64042
"2008-05-08 14:00:00",2008,5,8,14,0,240,4.1,5.1,40233.5,1.312336
"2008-05-08 15:00:00",2008,5,8,15,0,250,4.1,4.1,40233.5,0.984252
"2008-05-08 16:00:00",2008,5,8,16,0,260,4.1,4.1,40233.5,0.656168
"2008-05-08 17:00:00",2008,5,8,17,0,260,3.6,4.1,40233.5,0.656168
"2008-05-08 18:00:00",2008,5,8,18,0,280,4.1,3.6,40233.5,0.984252
"2008-05-08 19:00:00",2008,5,8,19,0,280,6.2,4.1,40233.5,0.984252
"2008-05-08 20:00:00",2008,5,8,20,0,270,7.2,6.2,40233.5,0.984252
"2008-05-08 21:00:00",2008,5,8,21,0,270,6.7,7.2,40233.5,1.312336
"2008-05-08 22:00:00",2008,5,8,22,0,270,6.2,6.7,40233.5,1.64042
"2008-05-08 23:00:00",2008,5,8,23,0,270,6.2,6.2,40233.5,1.312336
"2008-05-09",2008,5,9,0,0,280,5.7,6.2,40233.5,1.312336
"2008-05-09 01:00:00",2008,5,9,1,0,320,4.6,5.7,40233.5,0.984252
"2008-05-09 02:00:00",2008,5,9,2,0,350,2.6,4.6,40233.5,0.656168
"2008-05-09 03:00:00",2008,5,9,3,0,20,3.6,2.6,40233.5,0.656168
"2008-05-09 04:00:00",2008,5,9,4,0,30,3.1,3.6,40233.5,0.656168
"2008-05-09 05:00:00",2008,5,9,5,0,20,2.6,3.1,40233.5,0.656168
"2008-05-09 06:00:00",2008,5,9,6,0,10,1.5,2.6,40233.5,0.328084
"2008-05-09 07:00:00",2008,5,9,7,0,350,2.6,1.5,40233.5,0.328084
"2008-05-09 08:00:00",2008,5,9,8,0,10,2.1,2.6,40233.5,0.328084
"2008-05-09 09:00:00",2008,5,9,9,0,10,2.1,2.1,40233.5,0.328084
"2008-05-09 10:00:00",2008,5,9,10,0,50,4.1,2.1,40233.5,0.328084
"2008-05-09 11:00:00",2008,5,9,11,0,70,4.1,4.1,40233.5,0.328084
"2008-05-09 12:00:00",2008,5,9,12,0,80,5.1,4.1,40233.5,0.328084
"2008-05-09 13:00:00",2008,5,9,13,0,80,7.7,5.1,40233.5,0.656168
"2008-05-09 14:00:00",2008,5,9,14,0,120,6.7,7.7,40233.5,1.312336
"2008-05-09 15:00:00",2008,5,9,15,0,120,8.8,6.7,40233.5,1.64042
"2008-05-09 16:00:00",2008,5,9,16,0,120,13.9,8.8,40233.5,1.968504
"2008-05-09 17:00:00",2008,5,9,17,0,120,12.4,13.9,40233.5,3.28084
"2008-05-09 18:00:00",2008,5,9,18,0,110,13.4,12.4,40233.5,3.608924
"2008-05-09 19:00:00",2008,5,9,19,0,110,9.8,13.4,40233.5,4.265092
"2008-05-09 20:00:00",2008,5,9,20,0,70,8.8,9.8,40233.5,3.608924
"2008-05-09 21:00:00",2008,5,9,21,0,70,10.3,8.8,40233.5,2.624672
"2008-05-09 22:00:00",2008,5,9,22,0,50,9.8,10.3,40233.5,2.624672
"2008-05-09 23:00:00",2008,5,9,23,0,60,9.8,9.8,40233.5,2.624672
"2008-05-10",2008,5,10,0,0,60,10.3,9.8,40233.5,2.624672
"2008-05-10 01:00:00",2008,5,10,1,0,60,10.3,10.3,40233.5,2.952756
"2008-05-10 02:00:00",2008,5,10,2,0,50,9.3,10.3,40233.5,2.952756
"2008-05-10 03:00:00",2008,5,10,3,0,40,8.2,9.3,40233.5,2.952756
"2008-05-10 04:00:00",2008,5,10,4,0,40,8.2,8.2,40233.5,2.624672
"2008-05-10 05:00:00",2008,5,10,5,0,50,9.8,8.2,40233.5,2.296588
"2008-05-10 06:00:00",2008,5,10,6,0,130,1.5,9.8,40233.5,2.29671355494017
"2008-05-10 07:00:00",2008,5,10,7,0,140,2.1,1.5,40233.5,0.311321323368936
"2008-05-10 08:00:00",2008,5,10,8,0,80,2.6,2.1,40233.5,0.329871260850347
"2008-05-10 09:00:00",2008,5,10,9,0,120,9.3,2.6,40233.5,0.329455419076289
"2008-05-10 10:00:00",2008,5,10,10,0,100,2.6,9.3,40233.5,2.30027788935411
"2008-05-10 11:00:00",2008,5,10,11,0,270,4.1,2.6,40233.5,0.323602039677752
"2008-05-10 12:00:00",2008,5,10,12,0,240,4.1,4.1,40233.5,0.661910676835633
"2008-05-10 13:00:00",2008,5,10,13,0,240,7.2,4.1,40233.5,0.647849197820767
"2008-05-10 14:00:00",2008,5,10,14,0,290,2.1,7.2,40233.5,2.28813341273786
"2008-05-10 15:00:00",2008,5,10,15,0,230,5.7,2.1,40233.5,0.312008322179926
"2008-05-10 16:00:00",2008,5,10,16,0,80,5.1,5.7,40233.5,2.296588
"2008-05-10 17:00:00",2008,5,10,17,0,90,5.7,5.1,40233.5,1.64042
"2008-05-10 18:00:00",2008,5,10,18,0,140,2.1,5.7,40233.5,1.312336
"2008-05-10 19:00:00",2008,5,10,19,0,220,3.1,2.1,40233.5,0.656168
"2008-05-10 20:00:00",2008,5,10,20,0,220,3.1,3.1,40233.5,0.656168
"2008-05-10 21:00:00",2008,5,10,21,0,230,3.6,3.1,40233.5,0.328084
"2008-05-10 22:00:00",2008,5,10,22,0,270,2.6,3.6,40233.5,0.328084
"2008-05-10 23:00:00",2008,5,10,23,0,270,4.6,2.6,40233.5,0.328084
"2008-05-11",2008,5,11,0,0,270,7.7,4.6,40233.5,0.328084
"2008-05-11 01:00:00",2008,5,11,1,0,260,7.2,7.7,40233.5,1.312336
"2008-05-11 02:00:00",2008,5,11,2,0,140,3.1,7.2,40233.5,2.29323321590137
"2008-05-11 03:00:00",2008,5,11,3,0,160,5.1,3.1,40233.5,0.984252
"2008-05-11 04:00:00",2008,5,11,4,0,150,6.2,5.1,40233.5,0.984252
"2008-05-11 05:00:00",2008,5,11,5,0,140,5.7,6.2,40233.5,1.312336
"2008-05-11 06:00:00",2008,5,11,6,0,140,3.6,5.7,40233.5,1.312336
"2008-05-11 07:00:00",2008,5,11,7,0,70,3.6,3.6,40233.5,0.656168
"2008-05-11 08:00:00",2008,5,11,8,0,60,3.1,3.6,40233.5,0.656168
"2008-05-11 09:00:00",2008,5,11,9,0,60,2.6,3.1,40233.5,0.656168
"2008-05-11 10:00:00",2008,5,11,10,0,60,2.1,2.6,40233.5,0.656168
"2008-05-11 11:00:00",2008,5,11,11,0,10,1,2.1,40233.5,0.328084
"2008-05-11 12:00:00",2008,5,11,12,0,40,2.6,1,40233.5,0.328084
"2008-05-11 13:00:00",2008,5,11,13,0,80,1.5,2.6,40233.5,0.328084
"2008-05-11 14:00:00",2008,5,11,14,0,100,1,1.5,40233.5,0.328084
"2008-05-11 15:00:00",2008,5,11,15,0,130,4.6,1,40233.5,0.328084
"2008-05-11 16:00:00",2008,5,11,16,0,180,3.6,4.6,40233.5,0.328084
"2008-05-11 17:00:00",2008,5,11,17,0,220,3.1,3.6,40233.5,0.328084
"2008-05-11 18:00:00",2008,5,11,18,0,200,5.7,3.1,40233.5,0.328084
"2008-05-11 19:00:00",2008,5,11,19,0,190,5.1,5.7,40233.5,0.656168
"2008-05-11 20:00:00",2008,5,11,20,0,190,4.6,5.1,40233.5,1.312336
"2008-05-11 21:00:00",2008,5,11,21,0,160,4.6,4.6,40233.5,0.641102395564582
"2008-05-11 22:00:00",2008,5,11,22,0,170,4.6,4.6,40233.5,0.651897877807523
"2008-05-11 23:00:00",2008,5,11,23,0,160,4.6,4.6,40233.5,0.984252
"2008-05-12",2008,5,12,0,0,130,6.7,4.6,40233.5,0.984252
"2008-05-12 01:00:00",2008,5,12,1,0,150,7.2,6.7,40233.5,1.312336
"2008-05-12 02:00:00",2008,5,12,2,0,140,8.2,7.2,40233.5,1.64042
"2008-05-12 03:00:00",2008,5,12,3,0,150,7.2,8.2,40233.5,1.968504
"2008-05-12 04:00:00",2008,5,12,4,0,140,10.3,7.2,40233.5,2.296588
"2008-05-12 05:00:00",2008,5,12,5,0,130,11.3,10.3,40233.5,2.952756
"2008-05-12 06:00:00",2008,5,12,6,0,130,11.8,11.3,40233.5,3.28084
"2008-05-12 07:00:00",2008,5,12,7,0,140,12.9,11.8,40233.5,3.937008
"2008-05-12 08:00:00",2008,5,12,8,0,130,13.9,12.9,40233.5,3.937008
